Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9986598271549939,1327552.971899096,225330067.52822736
G5,(-np.log(1 - a))**3,0.9986515927692489,993512.6193756725,124568607.72627403
G4,(-np.log(1 - a))**2,0.9986349303189744,659472.2668522497,53427768.88172466
A2/3,(-np.log(1 - a))**(3/2),0.998618005557669,492452.09059053776,28965000.126985252
A3/4,(-np.log(1 - a))**(4/3),0.9986094432569601,436778.69850330066,22456296.74461528
F1/A1,-np.log(1 - a),0.9985833490465552,325431.9143288262,11907149.311344065
A3/2,(-np.log(1 - a))**(2/3),0.9985292685227453,214085.1301543517,4648768.016800316
A2,(-np.log(1 - a))**(1/2),0.9984725411466803,158411.73806711452,2253316.293991076
A5/2,(-np.log(1 - a))**(2/5),0.9984130086620304,125007.70281477229,1210588.7717725728
A3,(-np.log(1 - a))**(1/3),0.9983505012370898,102738.34597987737,679633.0856704399
A4,(-np.log(1 - a))**(1/4),0.9982158181812347,74901.64993625873,200143.2105496893
D5,((1 - a)**(-1/3) - 1)**2,0.995470072746419,720168.4394684683,63732607.09589589
F3/4,1 - (1 - a)**(1/4),0.9919618874143123,309306.42799271643,10323158.129374985
D3,(1 - (1 - a)**(1/3))**2,0.9896974218000693,618757.4745950729,45634500.41721457
R3,1 - (1 - a)**(1/3),0.9893525523600681,305074.5182002379,10047258.07458142
G8,(1 - (1 - a)**(1/3))**(1/2),0.988614828121322,148233.04000282043,1832294.2993409124
F3/2,(1 - a)**(-1/2) - 1,0.985493379301997,373965.0424686655,16168994.139830902
R2,1 - (1 - a)**(1/2),0.9842663339678241,297906.8188136985,9573188.708123187
G7,(1 - (1 - a)**(1/2))**(1/2),0.9831828223858007,144649.19030955076,1729342.214755842
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9825986065156033,599095.6967645766,42467500.502682135
F1/3,1 - (1 - a)**(2/3),0.9795799787242727,292044.6810730523,9185805.219217133
D2,a + (1 - a)*np.log(1 - a),0.9791246146972893,590689.6536815969,41689451.37111809
D1,a**2,0.9723810290493906,574320.0708028303,39403250.16655283
P3/2,a**(3/2),0.9720773979606908,428587.94355347333,21215197.595020264
F0/R1/P1,a,0.9714562106836652,282855.8163041166,8586222.595401872
P2,a**(1/2),0.9694744380851307,137123.68905475968,1515252.4962398873
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9691923659948537,565078.8673994706,37244993.03150887
D6,((1 + a)**(1/3) - 1)**2,0.967583496604492,560683.3690289556,36593596.55652661
P3,a**(1/3),0.967297928835659,88546.3133049742,392062.0362758238
P4,a**(1/4),0.964901318305083,64257.62543008138,60609.410916126784
D8,((1 + a)**(-1/3) - 1)**2,0.962515924867638,547928.1299960378,34735178.4651285
G1,1 - (1 - a)**2,0.9535779294578529,265074.3085383978,7466549.077031765
G2,1 - (1 - a)**3,0.9408465097455692,253649.381176882,6780703.439516634
F2,(1 - a)**(-1) - 1,0.9321477155837313,434972.2636140524,22854139.883100476
G3,1 - (1 - a)**4,0.9308176544171424,245155.14612343462,6289310.355082747
F3,(1 - a)**(-2) - 1,0.8123733876464792,569307.2031582826,41268573.95671984
B1,np.log(a / (1 - a)),0.8047654822802565,402571.3216564103,18701342.989116743
