rate,slope,intercept,std_err
3,0.000236095761069,-4.904064509017955,3.042007973512381e-06
5,0.0002282149330846,-4.658053469616485,3.2410965269560487e-06
10,0.00021846154948424742,-4.582382739641036,3.66508550245339e-06
